English,German,Frequency
animal,Tier,38036
showed,gezeigt,38007
billy,Billy,37951
shooting,Schießen,37914
keeps,hält,37914
camp,Lager,37907
guns,Waffen,37893
medical,medizinisch,37844
shame,Scham,37793
hoping,Hoffentlich,37769
whom,dem,37735
bird,Vogel,37711
majesty,Majestät,37699
flowers,Blumen,37699
famous,berühmt,37634
asleep,schlafend,37535
beauty,Schönheit,37515
driver,Treiber,37474
keys,Schlüssel,37443
rain,Regen,37417
awful,abscheulich,37405
large,groß,37373
local,lokal,37344
deserve,verdienen,37283
goddamn,gottverdammt,37270
stone,Stein,37203
jane,Jane,37198
grace,Anmut,37180
consider,halten,37165
weekend,Wochenende,37115
wondering,wundern sich,37023
lay,legen,36984
plenty,eine Menge,36941
willing,bereit,36938
pants,Hose,36916
sweetheart,Schatz,36907
skin,Haut,36861
excellent,exzellent,36849
asshole,Arschloch,36844
beach,Strand,36841
c,C,36830
faith,Glaube,36815
beg,bitten,36807
fuckin,verdammt,36802
responsible,verantwortlich,36781
military,Militär,36733
cheering,Jubel,36723
opportunity,Gelegenheit,36711
common,gemeinsam,36698
bottom,Unterseite,36680
german,Deutsch,36610
whoever,wer auch immer,36535
cook,kochen,36531
walked,ging,36528
papers,Papiere,36502
justice,Gerechtigkeit,36481
hall,Saal,36354
commander,Kommandant,36345
drug,Arzneimittel,36316
main,hauptsächlich,36292
knife,Messer,36197
devil,Teufel,36189
necessary,notwendig,36124
although,Obwohl,36046
princess,Prinzessin,36046
lights,Beleuchtung,36039
flying,fliegend,36023
dick,Schwanz,35996
rose,Rose,35942
knowing,wissen,35876
clearly,deutlich,35837
hat,Hut,35828
agreed,einverstanden,35752
johnny,Johnny,35735
corner,Ecke,35734
code,Code,35711
note,Notiz,35701
tommy,Tommy,35690
due,fällig,35669
correct,richtig,35595
apologize,sich entschuldigen,35587
language,Sprache,35569
stars,Sterne,35549
faster,Schneller,35547
cars,Autos,35472
folks,Leute,35431
bullshit,Bullshit,35397
i.,ich.,35384
fellow,Gefährte,35335
several,mehrere,35232
grandma,Oma,35216
shows,zeigt an,35209
leader,Führer,35155
leaves,Blätter,35150
restaurant,Restaurant,35126
east,Ost,35109
shouting,schreien,35108
blind,blind,35066
ghost,Geist,35051
cup,Tasse,35016
gotten,bekommen,35001
tight,eng,34972
conversation,Gespräch,34935
tells,erzählt,34873
lies,Lügen,34827
nor,noch,34821
pulled,gezogen,34816
hanging,hängend,34808
speed,Geschwindigkeit,34794
stories,Geschichten,34792
health,Gesundheit,34788
advice,Beratung,34773
held,gehaltenen,34733
uh-huh,uh-huh,34672
murdered,ermordet,34599
beyond,außerhalb,34595
rule,Regel,34517
hardly,kaum,34482
possibly,möglicherweise,34442
inspector,Inspektor,34442
cousin,Cousin,34395
trial,Gerichtsverhandlung,34375
emergency,Notfall,34359
ought,sollen,34342
eddie,Eddie,34314
somehow,irgendwie,34291
hearing,Hören,34211
states,Zustände,34128
account,Konto,34088
spoke,gesprochen,34035
file,Datei,33969
understood,verstanden,33953
angel,Engel,33922
tape,Band,33904
milk,Milch,33863
powerful,kraftvoll,33854
weapons,Waffen,33779
practice,üben,33775
manager,Manager,33775
pardon,Begnadigung,33755
vote,Abstimmung,33737
jake,Jake,33704
national,National,33697
career,Karriere,33682
minister,Minister,33653
super,super,33639
taught,gelehrt,33613
robert,Robert,33595
biggest,größte,33564
plays,Theaterstücke,33550
natural,natürlich,33540
dancing,Tanzen,33491
copy,Kopieren,33489
plus,Plus,33414
martin,Martin,33293
cake,Kuchen,33256
freedom,Freiheit,33196
among,unter,33190
breath,Atem,33176
operation,Betrieb,33161
chris,Chris,33139
crew,Besatzung,33113
challenge,Herausforderung,33099
market,Markt,33081
meat,Fleisch,33050
towards,in Richtung,33032
bringing,bringen,33020
dropped,fallen gelassen,32997
student,Student,32987
lied,gelogen,32979
strength,Stärke,32950
size,Größe,32841
breathe,atmen,32841
color,Farbe,32837
monster,Monster,32819
loud,laut,32757
photo,Foto,32757
aw,aw,32746
nearly,fast,32730
sight,Sicht,32715
greatest,größte,32692
games,Spiele,32623
bridge,Brücke,32588
dressed,angezogen,32547
arrested,verhaftet,32506
horrible,schrecklich,32492
coach,Coach,32471
planning,Planung,32400
checked,überprüft,32333
breaking,Brechen,32321
noticed,bemerkte,32301
fantastic,fantastisch,32288
screams,Geschrei,32273
serve,Aufschlag,32190
ideas,Ideen,32182
investigation,Untersuchung,32178
center,Center,32146
older,älter,32130
pack,Pack,32110
soldiers,Soldaten,32098
nonsense,Unsinn,32097
doc,Dokument,32073
project,Projekt,32040
training,Ausbildung,31973
example,Beispiel,31952
trick,Trick,31937
prepared,vorbereitet,31857
science,Wissenschaft,31833
united,vereinigt,31812
travel,reisen,31791
incredible,unglaublich,31786
grandpa,Opa,31767
paying,zahlen,31696
character,Charakter,31657
teeth,Zähne,31615
criminal,kriminell,31574
charles,Charles,31567
chinese,Chinesisch,31561
truly,wirklich,31514
honestly,Ehrlich,31501
bro,Bruder,31473
survive,überleben,31440
bobby,Bobby,31434
target,Ziel,31415
feed,füttern,31409
nurse,Krankenschwester,31406
e,e,31369
fake,gefälscht,31355
records,Aufzeichnungen,31339
breathing,Atmung,31306
sweetie,Schätzchen,31295
numbers,Zahlen,31285
oil,Öl,31269
suicide,Selbstmord,31261
belong,gehören,31225
whoo,whoo,31217
perfectly,perfekt,31201
amy,Amy,31193
forgotten,Vergessene,31150
remain,bleiben,31135
original,Original,31108
papa,Papa,31095
onto,auf zu,31052
concerned,betroffen,31047
credit,Kredit,31029
ugh,Pfui,31008
invited,eingeladen,30993
discuss,diskutieren,30922
research,Forschung,30907
easier,Einfacher,30876
view,Sicht,30874
chair,Stuhl,30826
hurts,tut weh,30804
strike,schlagen,30801
roger,Roger,30768
fill,füllen,30683
condition,Zustand,30624
mountain,Berg,30565
dr,DR,30549
nowhere,nirgends,30470
sheriff,Sheriff,30458
kim,Kim,30447
turning,drehen,30420
brown,braun,30395
recognize,erkenne,30366
heads,Köpfe,30350
audience,Publikum,30335
all,alle,30283
jealous,eifersüchtig,30274
pretend,vorgeben,30225
society,Gesellschaft,30208
finding,finden,30196
shirt,Shirt,30183
comfortable,komfortabel,30156
meaning,Bedeutung,30144
guest,Gast,30128
pieces,Stücke,30122
dry,trocken,30102
letting,Vermeiden,30057
began,begann,30049
aye,Ja,30029
jeff,Jeff,29984
female,weiblich,29953
release,freigeben,29892
ho,ho,29883
cards,Karten,29871
pray,beten,29862
unfortunately,Leider,29849
balls,Bälle,29799
destroyed,zerstört,29789
ended,beendet,29775
universe,Universum,29765
prepare,vorbereiten,29762
opinion,Meinung,29749
movies,Filme,29742
soldier,Soldat,29719
wash,waschen,29707
program,Programm,29668
heat,Hitze,29645
usual,üblich,29636
ticket,Fahrkarte,29625
stolen,gestohlen,29618
prefer,bevorzugen,29606
aware,bewusst,29598
surely,sicherlich,29565
male,männlich,29548
base,Base,29547
matters,Angelegenheiten,29539
lift,Aufzug,29528
lab,Labor,29504
command,Befehl,29479
proof,nachweisen,29430
cream,Creme,29378
selling,Verkauf,29357
believed,geglaubt,29337
create,erstellen,29323
h,H,29291
afford,leisten,29290
sunday,Sonntag,29282
total,gesamt,29264
dumb,stumm,29229
threw,warf,29223
france,Frankreich,29172
birth,Geburt,29167
created,erstellt,29134
realized,erkannte,29081
british,britisch,29069
noise,Lärm,29049
nuts,Nüsse,29037
students,Studenten,29034
birds,Vögel,29028
social,Sozial,28990
brilliant,brillant,28972
bodies,Körper,28945
tie,binden,28920
opened,geöffnet,28868
ours,unsere,28853
bucks,Dollars,28842
kevin,Kevin,28773
mister,Herr,28739
ugly,hässlich,28713
ryan,Ryan,28655
focus,Fokus,28619
dan,Dan,28601
opens,öffnet,28532
exist,existieren,28526
followed,gefolgt,28510
england,England,28505
draw,ziehen,28503
purpose,Zweck,28471
letters,Briefe,28465
daniel,Daniel,28404
opening,Öffnung,28386
bullet,Patrone,28377
anna,Anna,28373
lately,in letzter Zeit,28340
stayed,blieb,28309
falling,fallen,28291
season,Jahreszeit,28290
ends,endet,28242
suggest,empfehlen,28213
joy,Freude,28200
distance,Distanz,28199
responsibility,Verantwortung,28183
whenever,Wann immer,28151
issue,Ausgabe,28140
thousands,Tausende,27986
process,Verfahren,27930
sword,Schwert,27928
shower,Dusche,27901
weak,schwach,27884
fucked,gefickt,27883
lonely,einsam,27863
happiness,Glück,27844
eric,Eric,27842
tiny,winzig,27829
desk,Schreibtisch,27820
pool,Schwimmbad,27818
property,Eigentum,27815
forced,gezwungen,27813
settle,siedeln,27798
indistinct,undeutlich,27777
weight,Gewicht,27761
received,erhalten,27728
gang,Gang,27722
bite,beissen,27719
friday,Freitag,27696
disappeared,verschwunden,27695
interview,Interview,27692
expecting,erwarten,27676
kinda,irgendwie,27662
surgery,Operation,27630
horses,Pferde,27542
mayor,Bürgermeister,27530
babe,Baby,27518
ancient,alt,27510
handsome,gutaussehend,27462
thomas,Thomas,27442
saturday,Samstag,27434
staff,Mitarbeiter,27397
lines,Linien,27383
unit,Einheit,27376
fan,Fan,27372
gentleman,Gentleman,27345
introduce,einführen,27302
fate,Schicksal,27299
split,Teilt,27273
recently,in letzter Zeit,27204
expected,erwartet,27140
add,hinzufügen,27132
ordered,bestellt,27127
slowly,langsam,27121
alarm,Alarm,27116
member,Mitglied,27112
slept,habe geschlafen,27077
signed,unterzeichnet,27074
enter,eingeben,27074
spanish,Spanisch,27061
garden,Garten,27044
brings,bringt,27005
brave,mutig,26990
pig,Schwein,26989
model,Modell,26977
finger,Finger,26967
medicine,Medizin,26958
access,Zugang,26937
failed,fehlgeschlagen,26879
flat,Wohnung,26848
easily,leicht,26840
discovered,entdeckt,26836
based,basierend,26829
screw,schrauben,26824
insane,verrückt,26788
cares,kümmert sich,26777
weather,Wetter,26740
fingers,Finger,26736
san,San,26690
scott,Scott,26686
path,Weg,26681
soft,weich,26642
harm,Schaden,26574
style,Stil,26569
community,Gemeinschaft,26540
sees,sieht,26505
basically,grundsätzlich,26461
al,al,26447
signal,Signal,26438
nope,Nö,26427
spare,Ersatzteil,26393
speech,Rede,26393
covered,bedeckt,26386
shake,Shake,26384
loose,lose,26356
snow,Schnee,26308
russian,Russisch,26288
lake,See,26265
bright,hell,26241
roof,Dach,26204
ohh,Ohh,26185
sending,Senden,26184
paint,malen,26174
remind,erinnern,26171
pal,Kumpel,26163
naked,nackt,26122
post,Post,26113
sugar,Zucker,26110
heading,Überschrift,26098
streets,Straßen,26067
damage,Schaden,26061
silence,Schweigen,26053
doors,Türen,26020
pete,Pete,26016
ed,ed,26011
success,Erfolg,25989
wet,nass,25987
nah,Nein,25962
amount,Menge,25945
members,Mitglieder,25937
kate,Kate,25931
manage,verwalten,25874
safety,Sicherheit,25861
returned,ist zurückgekommen,25860
harder,Schwerer,25812
fbi,FBI,25798
block,Block,25785
showing,zeigen,25785
fancy,schick,25771
chef,Koch,25754
contract,Vertrag,25746
dig,graben,25698
chest,Brust,25688
good-bye,Verabschiedung,25685
drinks,Getränke,25643
dave,Dave,25633
buried,begraben,25623
brian,Brian,25604
trade,handeln,25560
journey,Reise,25518
stomach,Magen,25500
changes,Änderungen,25456
details,Einzelheiten,25451
thoughts,Gedanken,25436
divorce,Scheidung,25433
funeral,Beerdigung,25423
maria,Maria,25422
football,Fußball,25398
reality,Wirklichkeit,25398
theory,Theorie,25360
gosh,Meine Güte,25335
ruined,ruiniert,25312
gate,Tor,25308
william,Wilhelm,25303
spread,Ausbreitung,25291
outta,aus,25290
japanese,japanisch,25288
sudden,plötzlich,25262
coat,Mantel,25261
sooner,früher,25236
cheese,Käse,25222
larry,Larry,25197
spring,Frühling,25184
page,Buchseite,25183
ears,Ohren,25168
simon,Simon,25165
castle,Schloss,25150
hidden,versteckt,25143
storm,Sturm,25143
cos,cos,25116
personally,persönlich,25058
artist,Künstler,25056
hill,hügel,25054
exciting,spannend,25052
permission,Erlaubnis,24999
jerry,Jerry,24979
expensive,teuer,24978
tickets,Tickets,24973
forest,Wald,24943
barely,kaum,24909
eggs,Eier,24897
goin,hineingehen,24873
regret,Reue,24846
lesson,Lektion,24843
lover,Liebhaber,24842
bread,brot,24828
andy,Andy,24822
subject,Thema,24820
legal,legal,24785
growing,wachsend,24779
ill,krank,24763
jason,Jason,24753
mood,Stimmung,24739
owner,Eigentümer,24722
caused,verursacht,24686
beeping,Pieping,24670
points,Punkte,24659
dating,Datierung,24645
loss,Verlust,24625
secretary,Sekretär,24623
revenge,Rache,24565
santa,Weihnachtsmann,24532
likely,wahrscheinlich,24527
rent,mieten,24451
connection,Verbindung,24450
assistant,Assistent,24449
reasons,Gründe dafür,24431
yelling,Geschrei,24425
painting,malen,24401
trees,Bäume,24400
doctors,Ärzte,24380
rush,eilen,24375
foreign,ausländisch,24370
rough,rauh,24370
murderer,Mörder,24363
century,Jahrhundert,24363
nights,Nächte,24324
pair,Paar,24293
runs,läuft,24284
pocket,Tasche,24261
farm,Bauernhof,24254
matt,Matt,24245
bike,Fahrrad,24233
obvious,offensichtlich,24230
ate,aß,24218
grew,wuchs,24208
professional,Fachmann,24205
tim,Tim,24197
goodness,Güte,24190
parts,Teile,24186
alan,Alan,24104
university,Universität,24079
square,Quadrat,24077
grandfather,Großvater,24064
europe,Europa,24042
genius,Genius,24032
cases,Fälle,24023
ruin,Ruine,24008
winter,Winter,24005
tongue,Zunge,24001
memories,Erinnerungen,24000
da,da,23954
buying,Kauf,23941
cancer,Krebs,23935
clock,Uhr,23907
ocean,Ozean,23905
dna,DNA,23889
liar,Lügner,23882
tour,Tour,23875
thief,Dieb,23870
bleep,Piep,23861
lisa,Lisa,23839
rights,Rechte,23824
including,einschließlich,23813
competition,Wettbewerb,23805
smith,Schmied,23799
planned,geplant,23797
emily,Emily,23792
boring,langweilig,23737
victims,die Opfer,23737
mentioned,genannt,23716
bones,Knochen,23635
plant,Anlage,23599
bless,segnen,23587
warning,Warnung,23583
knocking,Klopfen,23577
re,Betreff,23559
crash,Absturz,23547
bedroom,Schlafzimmer,23542
lower,untere,23529
silver,Silber,23523
groaning,Stöhnen,23492
madame,Madame,23490
defense,Verteidigung,23479
results,Ergebnisse,23478
toilet,Toilette,23467
event,Fall,23463
complicated,kompliziert,23462
shape,Form,23460
priest,Priester,23453
royal,königlich,23448
cheap,billig,23430
romantic,romantisch,23427
downstairs,unten,23403
invite,einladen,23394
fortune,Reichtum,23379
tears,Tränen,23377
avoid,vermeiden,23374
reached,erreicht,23358
higher,höher,23354
familiar,vertraut,23348
telephone,Telefon,23343
burning,Verbrennung,23326
filled,gefüllt,23319
kelly,Kelly,23313
alice,Alice,23311
airport,Flughafen,23293
jobs,Arbeitsplätze,23268
grown,gewachsen,23266
walter,Walter,23260
rachel,Rachel,23258
giant,Riese,23227
insurance,Versicherung,23218
woods,Wald,23211
n,N,23195
scare,Schrecken,23192
pleased,erfreut,23158
period,Zeitraum,23158
political,politisch,23126
player,Spieler,23087
stops,Stopps,23086
secrets,Geheimnisse,23070
laura,Laura,23050
repeat,wiederholen,23036
photos,Fotos,23035
finds,Funde,23019
statement,Stellungnahme,22990
suck,saugen,22982
younger,jünger,22961
china,China,22926
humans,Menschen,22912
delicious,lecker,22901
particular,besondere,22890
proper,richtig,22889
rome,Rom,22884
belongs,gehört,22870
attacked,angegriffen,22868
bath,Bad,22866
hired,gemietet,22838
site,Grundstück,22834
knowledge,Wissen,22822
b,B,22813
led,LED,22806
guests,Gäste,22805
celebrate,zelebrieren,22764
map,Karte,22726
horn,Horn,22716
eventually,letztlich,22679
pity,Mitleid,22667
powers,Kräfte,22649
ashamed,beschämt,22623
assume,annehmen,22616
glasses,Gläser,22604
rise,erheben,22596
fixed,Fest,22575
request,Anfrage,22533
officers,Offiziere,22496
pounds,Pfund,22483
data,Daten,22478
carefully,sorgfältig,22477
per,pro,22472
depends,kommt darauf an,22413
jury,Jury,22389
waited,gewartet,22384
positive,positiv,22369
attorney,Rechtsanwalt,22345
direction,Richtung,22341
families,Familien,22338
clock,Uhr,22311
doin,toin,22289
forces,Kräfte,22284
location,Standort,22282
walls,Wände,22247
useless,nutzlos,22228
grant,gewähren,22210
saving,sparen,22196
speaks,spricht,22181
fought,gekämpft,22170
meal,Mahlzeit,22145
deliver,liefern,22124
answers,Antworten,22116
changing,Ändern,22102
temple,Tempel,22036
scary,gruselig,22035
millions,Millionen,22009
offered,angeboten,21983
regular,regulär,21961
carrying,Tragen,21905
official,offiziell,21871
jacket,Jacke,21863
switch,schalten,21862
grave,Grab,21831
chase,Verfolgungsjagd,21830
role,Rolle,21813
odd,seltsam,21790
sexy,sexy,21774
faces,Gesichter,21771
becomes,wird,21768
closes,schließt,21761
badly,schlecht,21750
tall,groß,21737
confused,verwirrt,21737
affair,Affäre,21719
television,Fernsehen,21718
shock,Schock,21717
raised,erzogen,21712
panting,keuchend,21711
pizza,Pizza,21677
image,Bild,21669
clears,löscht,21657
golden,golden,21644
patients,Patienten,21543
watched,schaute,21542
committed,engagiert,21517
sexual,sexuell,21499
suffer,leiden,21496
arthur,Arthur,21491
wherever,wo auch immer,21483
plate,Platte,21466
appear,erscheinen,21449
chocolate,Schokolade,21440
clever,clever,21429
hm,Hm,21429
mercy,Gnade,21410
shots,Schüsse,21399
lucy,Lucy,21366
dealing,Handel,21356
trap,fangen,21352
charges,Gebühren,21347
phil,Phil,21338
bang,Knall,21327
poison,Gift,21323
butt,Hintern,21314
drove,Gefahren,21309
yourselves,euch,21282
headed,Kopf,21258
babies,Babys,21235
yellow,Gelb,21226
soup,Suppe,21202
mystery,Geheimnis,21181
picking,pflücken,21173
sat,Sa,21163
wound,Wunde,21144
traffic,Verkehr,21084
courage,Mut,21070
hunt,Jagd,21068
indian,indisch,21049
rat,Ratte,21042
terms,Bedingungen,21034
italian,Italienisch,21021
emma,Emma,21005
checking,Überprüfung,20978
disease,Krankheit,20973
managed,gelang es,20964
winner,Gewinner,20958
council,Rat,20941
appointment,Termin,20930
monday,Montag,20923
crack,Riss,20916
threat,Gefahr,20913
jenny,Jenny,20899
physical,physisch,20898
nation,Nation,20894
source,Quelle,20892
chose,gewählt,20888
healthy,gesund,20853
carl,Carl,20851
victory,Sieg,20846
rick,Rick,20835
stood,stand stand,20827
kicked,getreten,20800
annie,Annie,20794
disgusting,ekelhaft,20786
palace,Palast,20785
below,unter,20771
shopping,Einkaufen,20754
neighborhood,Nachbarschaft,20746
march,Marsch,20744
lips,Lippen,20725
midnight,Mitternacht,20723
piss,Piss,20720
advantage,Vorteil,20711
pure,rein,20685
india,Indien,20682
aside,beiseite,20677
jerk,Ruck,20633
mail,Post,20627
dawn,Dämmerung,20598
effect,Wirkung,20595
spell,Fluch,20592
freak,Freak,20578
wood,Holz,20570
screwed,aufgeschmissen,20566
enemies,Feinde,20563
gary,Gary,20553
awake,wach,20552
chuckling,kichern,20547
vacation,Urlaub,20544
violence,Gewalt,20527
leo,Löwe,20521
grandmother,Oma,20515
modern,modern,20496
luke,Lukas,20488
firm,Firma,20482
prime,Prime,20480
heh,heh,20476
touched,berührt,20462
talent,Talent,20450
whore,Hure,20444
piano,Klavier,20426
license,Lizenz,20413
cooking,Kochen,20410
honour,ehren,20377
concern,Anliegen,20376
moves,bewegt sich,20349
available,verfügbar,20347
factory,Fabrik,20341
gods,Götter,20335
value,Wert,20324
central,zentral,20322
union,Union,20316
mirror,Spiegel,20313
studio,Studio,20312
