,English,German,Frequency
4064,raymond,raymond,9122
4065,tons,Tonnen,9117
4066,satellite,Satellit,9117
4067,jersey,Trikot,9109
4068,eagle,Adler,9106
4069,privacy,Datenschutz,9104
4070,chapter,Kapitel,9101
4071,treating,Behandlung von,9100
4072,wisdom,Weisheit,9099
4073,flip,flip,9098
4074,entering,Eingabe von,9092
4075,barn,Kind,9092
4076,farmer,Landwirt,9090
4077,clan,Clan,9089
4078,budget,Haushalt,9086
4079,pub,Pub,9084
4080,temporary,vorübergehend,9076
4081,effective,wirksam,9075
4082,sonny,sonny,9059
4083,wendy,wendy,9059
4084,juan,juan,9058
4085,lamb,Lammfleisch,9058
4086,plot,Grundstück,9056
4087,riley,riley,9054
4088,proposal,Vorschlag,9047
4089,sticks,Stöcke,9047
4090,searched,Durchsucht,9047
4091,blessing,Segen,9047
4092,rage,Wut,9046
4093,bothered,behelligt,9045
4094,sydney,sydney,9026
4095,basis,Basis,9026
4096,manners,Umgangsformen,9025
4097,recover,wiederherstellen,9022
4098,twist,Drehung,9017
4099,neil,neil,9013
4100,leak,Leck,9011
4101,item,Artikel,9011
4102,catholic,katholisch,9006
4103,sighing,seufzend,9001
4104,retired,im Ruhestand,8992
4105,kings,Könige,8989
4106,inner,innen,8988
4107,cents,Cents,8982
4108,affect,beeinflussen,8981
4109,forbidden,Verbotene,8977
4110,patch,Patch,8976
4111,drops,Tropfen,8975
4112,necessarily,unbedingt,8973
4113,provided,bereitgestellt,8972
4114,meters,Meter,8971
4115,booked,gebucht,8967
4116,returns,gibt  zurück.,8964
4117,gloria,Ruhm,8963
4118,fires,Brände,8955
4119,humor,Humor,8952
4120,torn,zerrissen,8951
4121,e-mail,E-Mail,8944
4122,rocky,felsig,8942
4123,introduced,eingeführt,8941
4124,creative,kreativ,8941
4125,betray,betray,8938
4126,soviet,sowjetische,8938
4127,various,verschiedene,8934
4128,added,hinzugefügt.,8933
4129,discovery,Entdeckung,8929
4130,cowboy,Cowboy,8928
4131,suspected,Verdacht,8926
4132,suggested,vorgeschlagen,8924
4133,delighted,erfreut,8921
4134,sticking,kleben,8921
4135,dive,Diven,8919
4136,shane,Shane,8908
4137,radar,Radar,8903
4138,prosecutor,Staatsanwalt,8902
4139,amber,Amber,8900
4140,vast,Antwort an,8898
4141,quinn,quinn,8895
4142,owned,Eigentum,8894
4143,cookie,Cookie,8893
4144,finest,feinste,8891
4145,felix,felix,8890
4146,pump,Pumpe,8890
4147,valentine,valentine,8878
4148,counter,Zähler,8874
4149,sorts,sortiert,8873
4150,coin,Münze,8873
4151,warren,warren,8872
4152,slaves,Sklaven,8870
4153,marine,Marine,8868
4154,illness,Krankheit,8868
4155,sack,sack,8866
4156,bid,Angebot,8866
4157,require,erfordern,8864
4158,moscow,moskau,8858
4159,largest,größte,8853
4160,washing,Waschen,8852
4161,achieve,erreichen,8852
4162,causes,verursacht,8846
4163,k,k,8845
4164,mo,mo,8839
4165,dope,Dopingmittel,8835
4166,nest,Nest,8830
4167,palm,Palme,8829
4168,logan,logan,8828
4169,constant,Konstante,8827
4170,b.,b.,8825
4171,boo,boo,8822
4172,medication,Medikamente,8821
4173,gravity,Schwerkraft,8819
4174,booze,Schnaps,8819
4175,noah,noah,8817
4176,evan,evan,8817
4177,abroad,im Ausland,8816
4178,christine,christine,8812
4179,rising,steigend,8812
4180,analysis,Analyse,8810
4181,cuts,schneidet,8809
4182,eats,isst,8803
4183,employee,Mitarbeiter,8801
4184,vodka,Wodka,8799
4185,damaged,beschädigt,8796
4186,solar,Solar,8796
4187,height,Höhe,8795
4188,pops,knallt,8789
4189,yards,Yards,8781
4190,terrified,verängstigt,8781
4191,suitcase,Koffer,8779
4192,chemical,Chemie,8778
4193,preparing,Vorbereitung,8778
4194,advanced,erweiterte,8775
4195,fund,Fonds,8769
4196,wears,trägt,8765
4197,chirping,Zirpen,8764
4198,web,Web,8763
4199,phase,Phase,8759
4200,prom,Abschlussball,8757
4201,suggesting,Vorschlag:,8754
4202,fleet,Flotte,8753
4203,lame,lecken,8753
4204,irish,irisch,8753
4205,editor,Herausgeber,8749
4206,october,oktober,8744
4207,assumed,angenommen,8738
4208,whip,Peitsche,8730
4209,mel,mel,8724
4210,region,Region,8719
4211,amongst,unter,8719
4212,temper,Temperament,8715
4213,discussion,Diskussion,8714
4214,engines,Motoren,8698
4215,operate,betreiben.,8690
4216,sunshine,Sonnenschein,8687
4217,acted,gehandelt,8686
4218,undercover,Undercover,8685
4219,horror,Horror,8681
4220,tested,getestet,8678
4221,smash,zertrümmern,8675
4222,contrary,gegen,8672
4223,roses,Rosen,8669
4224,poker,poker,8668
4225,wrapped,gewickelt,8664
4226,korean,Koreanisch,8664
4227,graham,graham,8659
4228,mi,mi,8657
4229,fu,fu,8656
4230,ivan,ivan,8653
4231,focused,fokussiert,8647
4232,liam,liam,8645
4233,tragic,tragisch,8641
4234,carla,carla,8638
4235,demons,Dämonen,8635
4236,rounds,Runden,8631
4237,entertainment,Unterhaltung,8631
4238,gathered,gesammelt,8629
4239,uhh,ähh,8627
4240,yells,schreit,8624
4241,lincoln,lincoln,8624
4242,crossing,über,8622
4243,blanket,Formular,8620
4244,nut,Nuss,8618
4245,travis,travis,8617
4246,pockets,Taschen,8613
4247,limited,begrenzt,8612
4248,paintings,Gemälde,8611
4249,sober,super,8607
4250,caesar,caesar,8604
4251,sis,Schwesterchen,8596
4252,intended,beabsichtigt,8595
4253,niece,nonce,8594
4254,computers,Computer,8592
4255,tennis,Tennis,8591
4256,needle,Nadel,8590
4257,chicks,chicks,8590
4258,traditional,traditionell,8585
4259,delicate,zarte,8580
4260,independent,unabhängig,8577
4261,leslie,leslie,8576
4262,lauren,lauren,8576
4263,grandson,Enkel,8575
4264,repair,Reparatur,8569
4265,a.,a.,8569
4266,brandon,brandon,8567
4267,executive,Exekutive,8566
4268,colin,colin,8563
4269,recognized,anerkannt,8561
4270,holmes,holmes,8561
4271,regarding,zu,8551
4272,weakness,Schwäche,8546
4273,aliens,Aliens,8545
4274,gunshots,Schüsse,8545
4275,european,europäisch,8544
4276,method,Methode,8539
4277,tool,Werkzeug,8534
4278,demands,fordert,8528
4279,permit,Genehmigung,8524
4280,towel,Handtuch,8522
4281,daisy,Gänseblümchen,8519
4282,nowadays,Heutzutage,8518
4283,spider,Spinne,8515
4284,northern,Norden,8513
4285,rangers,Förster,8510
4286,zoo,zoo,8509
4287,praying,Beten,8508
4288,antonio,antonio,8507
4289,passengers,passengers,8506
4290,con,con,8505
4291,australia,australien,8504
4292,technique,Technik,8503
4293,cellphone,Mobiltelefon,8496
4294,gently,sanft,8492
4295,operations,Operationen,8491
4296,planes,Flugzeuge,8491
4297,bunny,Hase,8489
4298,gunfire,Schüsse,8488
4299,shining,leuchtend,8488
4300,backwards,rückwärts,8488
4301,skill,Fähigkeiten,8484
4302,uh-,äh -,8483
4303,baron,Baron,8477
4304,kidnapping,Entführung,8477
4305,iike,wie,8474
4306,marshal,Marschall,8473
4307,petty,kleinlich,8472
4308,sealed,versiegelt,8469
4309,massage,Massage,8464
4310,raising,Erhöhung,8463
4311,menu,Menü,8461
4312,diary,Tagebuch,8460
4313,fucker,Ficker,8457
4314,wagon,Wagen,8452
4315,audition,Vorsprechen,8451
4316,mitch,Mitch,8448
4317,mexican,mexikanisch,8447
4318,casino,Kasino,8443
4319,bacon,Speck,8441
4320,diego,diego,8437
4321,dutch,holländisch,8435
4322,promotion,Förderung,8433
4323,click,anklicken.,8431
4324,forgiveness,Vergebung,8428
4325,burst,platzen,8424
4326,permanent,dauerhaft,8423
4327,interfere,sich einmischen,8423
4328,chanting,singend,8423
4329,dammit,verdammt,8421
4330,spencer,spencer,8420
4331,recovered,zurückgewonnen,8417
4332,registered,registriert,8417
4333,sunny,sonnig,8416
4334,packing,Verpackung,8413
4335,scenes,Szenen,8411
4336,superman,Supermann,8408
4337,questioning,Befragung,8403
4338,unfair,unfair,8402
4339,admitted,zugelassen,8401
4340,ancestors,Vorfahren,8399
4341,polite,höflich,8398
4342,completed,abgeschlossen,8395
4343,swallow,Schwalbe,8394
4344,conduct,durchführen,8391
4345,prayers,Gebete,8389
4346,sheet,Blatt,8387
4347,fried,gebraten,8386
4348,avenue,avenue,8379
4349,poisoned,vergiftet,8377
4350,reverse,umkehren,8376
4351,newspapers,Zeitungen,8376
4352,ford,ford,8375
4353,complaining,beschweren,8373
4354,senses,Sinne,8369
4355,investment,Investition,8368
4356,absurd,absurd,8368
4357,potato,Kartoffel,8368
4358,understands,understands,8357
4359,grows,wächst,8357
4360,inspired,inspiriert,8352
4361,ruby,Rubinrot,8348
4362,celebrating,Feiern,8346
4363,tag,Tag,8345
4364,ram,ram,8333
4365,requires,erfordert,8332
4366,bonnie,bonnie,8324
4367,bugs,Wanzen,8321
4368,leonard,leonard,8320
4369,elliot,elliot,8315
4370,hooked,gehakt,8313
4371,jill,.,8308
4372,ranch,Ranch,8303
4373,safer,Sicherer,8297
4374,worn,abgenutzt,8295
4375,crashing,Absturz,8294
4376,lands,Ländereien,8287
4377,heather,Heidekraut,8278
4378,ash,Asche,8278
4379,leather,Leder,8276
4380,grounds,Gelände,8274
4381,assuming,"unter der Annahme, dass",8269
4382,nails,Nägel,8269
4383,dana,Mittel,8268
4384,conspiracy,Verschwörung,8267
4385,thanksgiving,Erntedankfest,8266
4386,pierre,Stein,8265
4387,guardian,Wächter,8264
4388,rumors,Gerüchte,8263
4389,yen,Yen,8257
4390,megan,megan,8256
4391,ashes,Asche,8254
4392,terror,Terror,8252
4393,misunderstanding,Missverständnis,8248
4394,tire,Reifen,8244
4395,boats,Boote,8241
4396,parade,Parade,8236
4397,halt,halt,8235
4398,immunity,Immunität,8234
4399,adults,Erwachsene,8232
4400,steam,Dampf,8232
4401,kang,kang,8229
4402,closely,eng,8229
4403,pearl,Perle,8218
4404,soccer,Fußball,8216
4405,adrian,adrian,8215
4406,priority,Priorität,8215
4407,shouts,schreit,8212
4408,donald,donald,8207
4409,happier,glücklicher,8203
4410,khan,khan,8199
4411,struggling,Kämpfen,8192
4412,root,Wurzel,8190
4413,larger,größer,8189
4414,november,november,8186
4415,boot,boot,8185
4416,conflict,Konflikt,8179
4417,laughed,lachte,8176
4418,debbie,debbie,8176
4419,cherry,cherry,8175
4420,honking,Hupen,8169
4421,concerns,betrifft,8159
4422,celebration,Feier,8157
4423,sore,Schwester,8155
4424,unconscious,unbewusst,8151
4425,cattle,Vieh,8150
4426,breasts,Brüste,8150
4427,fairly,Ziemlich,8148
4428,fee,Gebühr,8144
4429,recognise,erkennen,8128
4430,wade,wade,8128
4431,radiation,Strahlung,8127
4432,holidays,Ferien,8125
4433,raining,regnerisch,8125
4434,forgetting,Vergessen,8120
4435,lungs,lungs,8118
4436,register,registrieren,8117
4437,shadows,schatten,8115
4438,specifically,speziell,8115
4439,sarge,Sarge,8113
4440,ideal,ideal,8112
4441,turtle,Schildkröte,8112
4442,spoil,verderben,8109
4443,deserved,Verdient,8109
4444,ronnie,ronnie,8109
4445,gina,gina,8107
4446,candidate,Kandidatin,8107
4447,lance,startet,8107
4448,types,Typen,8107
4449,bloke,Kerl,8107
4450,explode,explodieren,8105
4451,immediate,sofort,8097
4452,belonged,gehörte,8096
4453,identified,identifiziert,8095
4454,di,di,8092
4455,hunger,hunger,8091
4456,closest,am nächsten,8087
4457,combination,Kombination,8080
4458,nanny,Kindermädchen,8079
4459,seth,seth,8074
4460,gabriel,gabriel,8072
4461,develop,entwickeln.,8069
4462,detectives,Detektive,8068
4463,severe,schwer,8068
4464,en,en,8068
4465,organized,organisiert,8066
4466,franklin,Franklin,8064
4467,gut,Darm,8061
4468,splendid,prächtig,8061
4469,dismissed,entlassen,8056
4470,pm,pm,8051
4471,yang,das ist,8049
4472,halloween,halloween,8047
4473,ellie,ellie,8040
4474,vulnerable,anfällig,8037
4475,continued,Fortsetzung,8037
4476,vital,vital,8036
4477,comrades,Kameraden,8036
4478,bureau,Büro,8036
4479,drawer,Schublade,8032
4480,harper,Harper,8029
4481,retreat,Rückzug,8028
4482,carson,carson,8022
4483,benny,Benny,8020
4484,pillow,Kopfkissen,8020
4485,troy,troy,8012
4486,ace,ace,8007
4487,cart,Wagen,8005
4488,nap,Nickerchen,8004
4489,chan,chan,8003
4490,ham,Schinken,7998
4491,announce,anmelden,7998
4492,borrowed,geliehen,7997
4493,parked,geparkt,7996
4494,galaxy,Galaxie,7996
4495,voted,gewählt,7995
4496,muffled,gedämpft,7993
4497,sebastian,sebastian,7993
4498,mmm-hmm,.,7991
4499,jewelry,Schmuck,7990
4500,kisses,kisses,7989
4501,luggage,Gepäck,7987
4502,groom,Bräutigam,7987
4503,oops,oops,7985
4504,lighter,Feuerzeug,7983
4505,masters,Meister,7983
4506,alliance,Allianz,7982
4507,buddies,Kumpels,7978
4508,clothing,Kleidung,7976
4509,denied,verweigert,7969
4510,drown,ertrinken,7968
4511,alike,wie,7967
4512,excellency,Exzellenz,7967
4513,relative,relativ,7966
4514,photographs,Fotos,7965
4515,burger,burger,7964
4516,dough,Teig,7961
4517,alicia,alicia,7957
4518,wreck,Wrack,7954
4519,approve,genehmigen,7954
4520,produced,hergestellt,7953
4521,christina,christina,7948
4522,physically,physisch,7944
4523,stations,Stationen,7942
4524,eli,eli,7940
4525,samantha,Samantha,7939
4526,spiritual,spirituell,7935
4527,sire,Vater,7933
4528,roaring,röhrend,7933
4529,stab,stechen,7928
4530,inch,Zoll,7925
4531,servants,Diener,7924
4532,limits,Grenzen,7923
4533,unexpected,unerwartet,7921
4534,arrival,Ankunft,7920
4535,whimpering,Winseln,7918
4536,basket,Korb,7916
4537,sheets,Blätter,7915
4538,scandal,Skandal,7914
4539,stink,stinken,7913
4540,homer,homer,7912
4541,tara,tara,7912
4542,christopher,christopher,7910
4543,toes,Zehen,7909
4544,t-,t-,7909
4545,shield,Schild,7907
4546,shooter,Schütze,7906
4547,instant,sofort,7906
4548,objects,Objekte,7905
4549,rehearsal,Probe,7899
4550,disturbing,beunruhigend.,7898
4551,directed,gerichtet,7898
4552,scan,scannen.,7897
4553,electronic,elektronisch,7895
4554,republic,republik,7894
4555,overnight,über Nacht,7891
4556,counsel,Rechtsbeistand,7887
4557,sirens,Sirenen,7886
4558,dorothy,dorothy,7886
4559,bait,Köder,7886
4560,dignity,Würde,7884
4561,explains,erklärt,7881
4562,lean,schlank,7879
4563,heroin,Heroin,7872
4564,tracy,tracy,7871
4565,rex,rex,7869
4566,barney,barney,7868
4567,gossip,Klatsch und Tratsch,7864
4568,humble,bescheidene,7861
4569,economy,Wirtschaft,7860
4570,worlds,Welten,7860
4571,impress,beeindrucken,7860
4572,clara,clara,7855
4573,tissue,Gewebe,7854
4574,threaten,bedrohen,7853
4575,et,und,7852
4576,bump,stoßen,7850
4577,supreme,Oberste,7850
4578,bingo,Bingo,7849
4579,mitchell,mitchell,7848
4580,excitement,Erregung,7845
4581,mankind,die Menschheit,7841
4582,document,Dokument,7839
4583,broad,breit,7839
4584,vietnam,vietnam,7837
4585,vessel,Schiff,7837
4586,lit,beleuchtet,7827
4587,dale,Tal,7819
4588,killers,Mörder,7818
4589,connor,connor,7818
4590,mario,mario,7814
4591,foul,Foul,7814
4592,stare,starrt,7813
4593,deaths,Todesfälle,7809
4594,hut,Hütte,7807
4595,elements,Elemente,7806
4596,coma,Koma,7805
4597,laying,Verlegung,7803
4598,coffin,Sarg,7799
4599,paula,paula,7798
4600,cocaine,Kokain,7796
4601,puppy,Welpe,7796
4602,louder,lauter,7794
4603,handled,behandelt,7794
4604,announcement,Anzeige,7790
4605,oath,Schwur,7790
4606,mob,Mob,7787
4607,cotton,Baumwolle,7784
4608,deposit,Kaution,7782
4609,taxes,Steuern,7780
4610,injuries,Verletzungen,7776
4611,jen,Jen,7774
4612,autopsy,Autopsie,7770
4613,advise,Beratung,7769
4614,gig,Auftritt,7767
4615,lecture,Vortrag,7766
4616,posted,gepostet,7765
4617,skinny,Skinny,7764
4618,lo,lo,7761
4619,include,einschließen.,7759
4620,revealed,enthüllt,7759
4621,infected,infiziert,7758
4622,relieved,entlastet,7753
4623,assistance,Unterstützung,7748
4624,solo,nur,7747
4625,determine,Feststellungen,7741
4626,terrorists,Terroristen,7735
4627,elsewhere,anderswo,7731
4628,lamp,Lampe,7728
4629,practical,praktisch,7727
4630,marked,markiert,7723
4631,adorable,.,7721
4632,rubber,Gummi,7719
4633,purple,lila,7719
4634,operating,Betrieb,7717
4635,suite,Suite,7716
4636,apologies,Apologien,7713
4637,personnel,Personal,7711
4638,beam,Strahl,7707
4639,poet,Dichter,7707
4640,samples,Proben,7703
4641,arrow,Pfeil,7695
4642,counselor,Berater,7694
4643,carpet,Teppich,7693
4644,allen,allen,7692
4645,audrey,audrey,7685
4646,spotted,gefleckt,7684
4647,floating,schwimmend,7682
4648,corrected,korrigiert,7682
4649,located,Standort,7681
4650,journalist,Journalist,7681
4651,insisted,darauf bestanden,7680
4652,operator,Betreiber,7679
4653,rely,verlassen Sie sich auf,7676
4654,singh,singh,7674
4655,fooled,getäuscht,7674
4656,arrives,trifft ein,7673
4657,i.d.,i.d.,7670
4658,leon,leon,7670
4659,walt,walt,7667
4660,eastern,Ost,7667
4661,ay,ay,7665
4662,shave,rasieren,7664
4663,remaining,verbleibende,7661
4664,toss,zu werfen.,7648
4665,anderson,anderson,7648
4666,lip,Lippe,7646
4667,acid,Säure,7645
4668,nora,nora,7633
4669,si,si,7632
4670,december,Dezember,7631
4671,anonymous,anonyme,7627
4672,inn,Gasthaus,7625
4673,planted,gepflanzt,7622
4674,oldest,älteste,7619
4675,breast,Brust,7614
4676,sixth,sechste,7614
4677,error,Fehler,7613
4678,reporting,Berichterstattung,7607
4679,egypt,ägypten,7606
4680,islands,Inseln,7606
4681,brother-in-law,Schwager,7602
4682,jules,jules,7597
4683,roommate,Mitbewohner,7597
4684,sings,singt,7593
4685,scum,scum,7588
4686,visitor,Besucher,7586
4687,giggling,Kichern,7582
4688,described,beschrieben,7578
4689,geez,"Meine Güte,",7577
4690,inches,inches,7576
4691,commitment,Engagement,7568
4692,hercules,Herkules,7566
4693,react,reagieren,7563
4694,cows,Kühe,7562
4695,protest,Protest,7553
4696,misery,Elend,7553
4697,theft,Diebstahl,7545
4698,embrace,umarmen.,7536
4699,darn,verflixt,7535
4700,harsh,.,7535
4701,andrea,andrea,7530
4702,communicate,kommunizieren,7527
4703,fathers,Väter,7525
4704,faithful,treu,7525
4705,hector,Hector,7525
4706,uh-uh,ähm,7524
4707,flame,Flamme,7523
4708,medal,Medaille,7521
4709,silk,Seide,7521
4710,photographer,Fotograf,7517
4711,trevor,trevor,7517
4712,cemetery,Friedhof,7513
4713,rear,hinten,7510
4714,freddy,freddy,7510
4715,banana,Banane,7507
4716,allison,allison,7507
4717,emotion,Gefühl,7506
4718,chap,Kap.,7505
4719,dated,von,7504
4720,excuses,Ausreden,7503
4721,shitty,Scheiß,7501
4722,bin,bin,7501
4723,jew,Jude,7500
4724,gum,Kaugummi,7498
4725,crushed,zerkleinert,7495
4726,efforts,Bemühungen,7495
4727,content,Inhalt,7493
4728,corporal,Korporal,7493
4729,realised,realisiert,7491
4730,del,del,7491
4731,rap,Rap,7491
4732,hopeless,hoffnungslos,7485
4733,debate,Debatte,7482
4734,era,Ära,7480
4735,luckily,glücklicherweise,7478
4736,ton,t,7477
4737,liquid,liquid,7475
4738,swell,anschwellen,7468
4739,peggy,peggy,7465
4740,feast,Festtag,7462
4741,murphy,murphy,7462
4742,attracted,angezogen,7459
4743,application,Anmeldung,7459
4744,profession,Beruf,7450
4745,bench,Bank,7449
4746,vanessa,Vanessa,7447
4747,ahem,ähm,7446
4748,symptoms,Symptome,7445
4749,scout,Pfadfinder,7444
4750,crashed,abgestürzt,7442
4751,keen,scharfsinnig,7442
4752,aircraft,Flugzeug,7438
4753,formed,gebildet,7435
4754,hon,hon,7434
4755,aggressive,aggressiv,7431
4756,pale,blatt,7431
4757,significant,bedeutsam,7430
4758,duncan,duncan,7428
4759,clubs,Vereine,7420
4760,visual,visuell,7420
4761,embassy,botschaft,7419
4762,defence,Verteidigung,7418
4763,cabinet,Schrank,7416
4764,display,Anzeige,7415
4765,fame,Ruhm,7409
4766,gibbs,gibbs,7406
4767,drowned,ertrunken,7404
4768,wolves,Wölfe,7395
4769,filming,Verfilmung,7394
4770,dunno,Keine Ahnung,7387
4771,cursed,verflucht,7383
4772,twin,Zwilling,7382
4773,sorrow,Kummer,7382
4774,vault,Tresor,7380
4775,defeated,besiegt,7379
4776,watson,watson,7379
4777,quote,Angebot,7375
4778,penalty,Strafe,7374
4779,bargain,Schnäppchen,7374
4780,pepper,Pfeffer,7373
4781,speaker,Sprecher,7372
4782,compare,vergleichen,7369
4783,satan,satan,7366
4784,helmet,Helm,7364
4785,scar,Narbe,7364
4786,copies,Kopien,7363
4787,fuss,Aufregung,7360
4788,envelope,Briefumschlag,7358
4789,perry,perry,7354
4790,stinks,stinkt,7351
4791,african,afrikanisch,7350
4792,arrangements,Arrangements,7349
4793,wished,wünschte,7348
4794,honored,geehrt,7347
4795,believing,gläubig,7347
4796,discussed,diskutiert,7346
4797,assigned,zugewiesen,7343
4798,rosa,rosa,7342
4799,oven,Ofen,7341
4800,jenna,jenna,7341
4801,attacking,angreifen.,7339
4802,tin,Zinn,7335
4803,sonic,sonic,7333
4804,collar,Kragen,7330
4805,mere,mehr,7325
4806,romeo,romeo,7323
4807,belief,Glaube,7322
4808,storage,Lagerung,7321
4809,rusty,rostig,7318
4810,psycho,Psycho,7316
4811,climbing,Klettern,7311
4812,melissa,melissa,7309
4813,fears,Ängste,7308
4814,sum,Summe,7305
4815,dedicated,engagiert,7301
4816,ladder,Leiter,7299
4817,alternative,alternativ,7299
4818,raid,Raid,7297
4819,dining,Essen,7293
4820,ms,ms,7290
4821,corporate,Unternehmen,7287
4822,folk,Volk,7286
4823,jon,jon,7284
4824,replaced,ersetzt,7281
4825,bailey,bailey,7276
4826,un,un,7269
4827,heels,Absätze,7269
4828,duties,Aufgaben,7267
4829,smarter,intelligenter,7266
4830,existed,existierte,7265
4831,surprising,überraschend,7262
4832,chess,Schach,7260
4833,requested,angefordert,7253
4834,cruise,Kreuzfahrt,7253
4835,primary,primär,7250
4836,rhythm,Rhythmus,7250
4837,drum,Trommel,7248
4838,models,Modelle,7245
4839,motorcycle,Motorrad,7243
4840,adopted,angenommen,7242
4841,barrel,Fass,7241
4842,cargo,Gebühr,7239
4843,planets,Planeten,7238
4844,shove,schieben,7236
4845,wha,was,7236
4846,surprises,Überraschungen,7236
4847,rosie,rosie,7235
4848,dings,dings,7234
4849,trailer,Anhänger,7233
4850,cannon,Kanone,7226
4851,tables,Tabellen,7225
4852,arse,Arsch,7224
4853,ally,ally,7222
4854,lawrence,lawrence,7221
4855,wee,winzige,7221
4856,tapes,Bänder,7218
4857,dull,langweilig,7217
4858,sandra,sandra,7217
4859,teenage,Teenager,7215
4860,kent,kennt,7215
4861,cooperate,zusammenarbeiten,7214
4862,risks,Risiken,7208
4863,dug,gegraben,7206
4864,worthless,wertlos,7204
4865,arriving,ankommend,7200
4866,kindness,Freundlichkeit,7198
4867,ties,Krawatten,7196
4868,items,Artikel,7196
4869,and-,und-,7195
4870,grip,Griff,7193
4871,relations,Beziehungen,7190
4872,rumor,Gerücht,7186
4873,skirt,siehe,7185
4874,frog,Frosch,7185
4875,paige,paige,7184
4876,lloyd,Lloyd,7183
4877,claimed,behauptet,7180
4878,perfume,Parfüm,7178
4879,instrumental,Instrumental,7177
4880,flames,Flammen,7177
4881,association,Verein,7175
4882,loses,verliert,7173
4883,january,Januar,7172
4884,spike,Spike,7171
4885,israel,israel,7169
4886,eleven,elf,7167
4887,gallery,Galerie,7164
4888,ginger,Ingwer,7163
4889,activities,Aktivitäten,7161
4890,iraq,irak,7160
4891,boarding,Verpflegung,7153
4892,fist,faust,7151
4893,stuffed,Gefüllt,7146
4894,improve,verbessern,7146
4895,creation,Erstellung,7146
4896,connie,connie,7145
4897,infection,Infektion,7145
4898,strikes,Streiks,7142
4899,wiped,abgewischt,7140
4900,tension,Spannung,7140
4901,whistles,pfeift,7137
4902,kindly,bitte,7136
4903,certificate,Zertifikat,7134
4904,curtis,curtis,7134
4905,bold,fett,7131
4906,threats,Bedrohungen,7131
4907,claudia,claudia,7121
4908,sid,sid,7118
4909,twisted,verdrillt,7114
4910,suspended,ausgesetzt,7114
4911,affected,betroffen,7113
4912,envy,Neid,7111
4913,whale,Wal,7108
4914,dial,dial,7107
4915,cameron,cameron,7107
4916,martial,martialisch,7107
4917,controlled,kontrolliert,7105
4918,lung,lung,7104
4919,nigga,nigga,7103
4920,coal,Kohle,7102
4921,upside,oben,7100
4922,imperial,kaiserlich,7099
4923,pam,pam,7099
4924,paranoid,paranoid,7095
4925,signing,Unterzeichnung,7092
4926,congress,Kongress,7092
4927,villa,Villa,7090
4928,candles,Kerzen,7089
4929,filling,Befüllung,7087
4930,becky,becky,7086
4931,comic,comic,7085
4932,faint,Schwache,7085
4933,recovery,Wiederherstellung,7084
4934,volunteer,Freiwillige,7084
4935,tech,Technik,7077
4936,bleed,bluten,7074
4937,positions,Positionen,7074
4938,cindy,Cindy,7073
4939,narrow,schmal,7072
4940,forbid,verbieten,7063
4941,stuart,stuart,7061
4942,perspective,Perspektive,7060
4943,faced,gegenüber,7056
4944,neat,ordentlich,7055
4945,pierce,pierce,7055
4946,observe,beobachten.,7053
4947,cycle,Zyklus,7053
4948,psychic,psychic,7053
4949,handling,Aktion,7052
4950,goose,Gans,7052
4951,accidentally,versehentlich,7051
4952,conclusion,Schlussfolgerung,7050
4953,designer,Designer,7050
4954,sits,Sitzt,7047
4955,importance,Bedeutung,7036
4956,spots,Flecken,7033
4957,francs,Franken,7032
4958,sweep,fegen,7030
4959,destroying,Zerstörung von,7028
4960,communist,Kommunist,7027
4961,blackmail,Erpressung,7027
4962,pacific,Pazifik,7024
4963,risky,riskant,7022
4964,glorious,glorreich,7022
4965,filed,eingereicht,7022
4966,hatred,Hass,7019
4967,cam,Nocken,7018
4968,deals,Angebote,7018
4969,pos,pos,7017
4970,fooling,Täuschung,7016
4971,persons,Personen,7014
4972,scotch,Scotch,7006
4973,executed,ausgeführt,7004
4974,brakes,Bremsen,7003
4975,blank,leer,7000
4976,tender,tender,6994
4977,kurt,Kurt,6988
4978,turner,Drechsler,6984
4979,tub,Wanne,6984
4980,sucker,Lutscher,6982
4981,slight,leicht,6981
4982,addition,Zusatz,6973
4983,campus,Campus,6972
